date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-06-10,17297.039,17852.359,17677.572,17165.895,358761344,278.576,1.6,17535.803,17163.402,16431.345,394511232,407554198.4,391141870.4
2015-06-11,17692.898,17889.91,17889.689,17606.426,351087904,212.117,1.2,17613.53,17361.076,16574.606,384408800,390458025.6,391798254.4
2015-06-12,17978.049,18198.072,18098.273,17921.91,385071968,208.585,1.17,17703.368,17560.859,16744.773,372582713.6,387721497.6,395493284.8
2015-06-15,18182.643,18211.758,17702.551,17668.67,406178336,-395.723,-2.19,17753.416,17639.361,16896.268,369653600,391859452.8,401027545.6
2015-06-16,17502.367,17502.367,17075.932,16911.91,353020384,-626.62,-3.54,17688.803,17598.397,16993.696,370823987.2,387511648,402776572.8
2015-06-17,17073.078,17474.078,17405.57,16564.365,312419168,329.64,1.93,17634.403,17585.103,17097.121,361555552,378033392,399416867.2
2015-06-18,17367.129,17442.77,16734.84,16709.604,289059712,-670.732,-3.85,17403.433,17508.482,17140.236,349149913.6,366779356.8,396081529.6
2015-06-19,16386.98,16578.877,15725.47,15700.494,289646432,-1009.369,-6.03,16928.873,17316.12,17124.22,330064806.4,351323760,388757398.4
2015-06-23,15720.321,16047.316,16045.989,14938.821,292927744,320.519,2.04,16597.56,17175.488,17108.966,307414688,338534144,382333516.8
2015-06-24,16178.553,16345.749,16312.311,15867.912,332173440,266.322,1.66,16444.836,17066.82,17079.408,303245299.2,337034643.2,376596115.2
2015-06-25,16369.995,16399.344,15692.444,15499.223,331715680,-619.867,-3.8,16102.211,16868.307,17015.854,307104601.6,334330076.8,370942137.6
2015-06-26,15196.558,15229.001,14398.785,14321.052,294665856,-1293.659,-8.24,15635,16519.216,16940.146,308225830.4,328687872,359572948.8
2015-06-29,14703.966,14712.163,13566.271,13250.347,358946944,-832.514,-5.78,15203.16,16066.016,16813.437,322085932.8,326075369.6,356898433.6
2015-06-30,13274.645,14352.052,14337.965,12723.159,399540096,771.694,5.69,14861.555,15729.558,16684.459,343408403.2,325411545.6,358635499.2
2015-07-01,14185.102,14696.982,13650.816,13578.375,348742112,-687.149,-4.79,14329.256,15387.046,16492.721,346722137.6,324983718.4,356247683.2
2015-07-02,13655.732,13732.494,12924.19,12727.229,320735072,-726.626,-5.32,13775.605,14938.908,16262.006,344526016,325815308.8,351924350.4
2015-07-03,12475.61,13154.131,12246.062,11953.081,315536192,-678.128,-5.25,13345.061,14490.03,15999.256,348700083.2,328462956.8,347621156.8
2015-07-06,13140.14,13140.14,12075.769,11584.471,396337984,-170.293,-1.39,13046.96,14125.06,15720.59,356178291.2,339132112,345227936
2015-07-07,11660.56,11767.66,11375.604,11282.623,227324032,-700.165,-5.8,12454.488,13658.022,15416.755,321735078.4,332571740.8,335552942.4
2015-07-08,10870.144,11112.616,11040.889,10850.384,307328576,-334.715,-2.94,11932.503,13130.88,15098.85,313452371.2,330087254.4,333560948.8
2015-07-09,10953.332,11513.36,11510.34,10932.997,207454528,469.451,4.25,11649.733,12712.669,14790.488,290796262.4,317661139.2,325995608
2015-07-10,11733.448,12062.902,12038.145,11696.769,158915232,527.805,4.58,11608.149,12476.605,14497.911,259472070.4,304086076.8,316386974.4
2015-07-13,12367.618,12658.069,12614.155,12261.253,233849120,576.01,4.79,11715.827,12381.394,14223.705,226974297.6,291576294.4,308825832
2015-07-14,12796.485,13091.928,12728.513,12635.197,285635136,114.358,0.91,11986.408,12220.448,13975.003,238636518.4,280185798.4,302798672
2015-07-15,12783.075,12792.311,12132.419,12093.9,345295424,-596.094,-4.68,12204.714,12068.609,13727.827,246229888,279841129.6,302412424
2015-07-16,11963.351,12600.653,12357.606,11637.472,324294144,225.187,1.86,12374.168,12011.95,13475.429,269597811.2,280197036.8,303006172.8
2015-07-17,12460.507,13097.454,13004.957,12435.595,307007648,647.351,5.24,12567.53,12087.84,13288.935,299216294.4,279344182.4,303903569.6
2015-07-20,13115.48,13427.863,13202.395,12942.945,358165184,197.438,1.52,12685.178,12200.502,13162.781,324079507.2,275526902.4,307329507.2
2015-07-21,13038.148,13436.912,13315.556,12928.133,312415712,113.161,0.86,12802.587,12394.498,13026.26,329435622.4,284036070.4,308303905.6
2015-07-22,13307.932,13482.039,13416.536,13098.805,334908928,100.98,0.76,13059.41,12632.062,12881.471,327358323.2,286794105.6,308440680
2015-07-23,13432.612,13792.365,13754.528,13356.055,367043488,337.992,2.52,13338.794,12856.481,12784.575,335908192,302753001.6,310207070.4
2015-07-24,13789.313,13970.836,13518.515,13424.181,400855936,-236.013,-1.72,13441.506,13004.518,12740.562,354677849.6,326947072,315516574.4
2015-07-27,13242.69,13579.639,12493.046,12488.367,364439040,-1025.469,-7.59,13299.636,12992.407,12686.9,355932620.8,340006064,315791179.2
2015-07-28,11986.247,12676.273,12316.776,11718.996,374311040,-176.27,-1.41,13099.88,12951.233,12585.841,368311686.4,348873654.4,314529726.4
2015-07-29,12472.275,12823.147,12823.073,12078.315,296488768,506.297,4.11,12981.188,13020.299,12544.454,360627654.4,343992988.8,311917059.2
2015-07-30,12766.342,12988.555,12395.922,12382.296,299458528,-427.151,-3.33,12709.466,13024.13,12518.04,347110662.4,341509427.2,310853232
2015-07-31,12228.413,12580.961,12374.254,12213.462,235191520,-21.668,-0.17,12480.614,12961.06,12524.45,313977779.2,334327814.4,306835998.4
2015-08-03,12178.572,12305.613,12161.576,11909.005,243737072,-212.678,-1.72,12414.32,12856.978,12528.74,289837385.6,322885003.2,299205952.8
2015-08-04,12163.121,12711.562,12711.562,12105.937,261600704,549.986,4.52,12493.277,12796.579,12595.538,267295318.4,317803502.4,300919786.4
2015-08-05,12694.571,12842.31,12524.686,12447.037,271150784,-186.876,-1.47,12433.6,12707.394,12669.728,262227721.6,311427688,299110896.8
2015-08-06,12274.724,12595.123,12421.849,12231.888,202229168,-102.837,-0.82,12438.785,12574.126,12715.303,242781849.6,294946256,298849628.8
2015-08-07,12543.656,12769.133,12753.049,12522.473,251888048,331.2,2.67,12514.544,12497.579,12751.049,246121155.2,280049467.2,303498269.6
2015-08-10,12877.307,13373.304,13302.962,12821.892,323080736,549.913,4.31,12742.822,12578.571,12785.489,261989888,275913636.8,307959850.4
2015-08-11,13316.888,13508.299,13323.085,13240.088,351829888,20.123,0.15,12865.126,12679.202,12815.218,280035724.8,273665521.6,311269588
2015-08-12,13201.538,13396.335,13117.101,13117.101,285113792,-205.984,-1.55,12983.609,12708.605,12864.452,282828326.4,272528024,308260506.4
2015-08-13,13069.983,13395.176,13395.176,12962,287062464,278.075,2.12,13178.275,12808.53,12916.33,299794985.6,271288417.6,306398922.4
2015-08-14,13497.164,13606.327,13445.874,13378.591,326795168,50.698,0.38,13316.84,12915.692,12938.376,314776409.6,280448782.4,307388298.4
2015-08-17,13417.326,13585.961,13573.902,13309.538,326809216,128.028,0.95,13371.028,13056.925,12956.951,315522105.6,288755996.8,305820500
2015-08-18,13608.516,13652.542,12683.855,12634.948,389034912,-890.047,-6.56,13243.182,13054.154,12925.366,322963110.4,301499417.6,309651460
2015-08-19,12328.596,13028.504,12960.659,12049.916,331748544,276.804,2.18,13211.893,13097.751,12902.572,332290060.8,307559193.6,309493440.8
2015-08-20,12864.835,13040.362,12584.577,12582.244,283755744,-376.082,-2.9,13049.773,13114.024,12844.075,331628716.8,315711851.2,305329053.6
2015-08-21,12355.274,12511.415,11902.046,11891.839,260160784,-682.531,-5.42,12741.008,13028.924,12763.252,318301840,316539124.8,298294296
2015-08-24,11399.663,11446.099,10970.29,10964.092,193829360,-931.756,-7.83,12220.285,12795.656,12687.114,291705868.8,303613987.2,289763812
2015-08-25,10212.472,10529.923,10197.937,10168.416,218746752,-772.353,-7.04,11723.102,12483.142,12581.172,257648236.8,290305673.6,281985597.6
2015-08-26,10199.896,10559.241,9899.719,9776.21,326727168,-298.218,-2.92,11110.914,12161.404,12435.004,256643961.6,294467011.2,283497517.6
2015-08-27,10076.092,10254.349,10254.349,9713.986,271961856,354.63,3.58,10644.868,11847.321,12327.925,254285184,292956950.4,282122684
2015-08-28,10397.966,10826.191,10799.996,10311.368,315988576,545.647,5.32,10424.458,11582.733,12249.212,265450742.4,291876291.2,286162536.8
2015-08-31,10706.227,10706.227,10549.163,10398.33,266702560,-250.833,-2.32,10340.233,11280.259,12168.592,280025382.4,285865625.6,287310811.2
2015-09-01,10388.498,10388.498,10162.516,9954.577,246291456,-386.647,-3.67,10333.149,11028.125,12041.14,285534323.2,271591280,286545348.8
2015-09-02,9694.477,10319.485,10054.801,9682.708,259173728,-107.715,-1.06,10364.165,10737.539,11917.645,272023635.2,264333798.4,285946496
2015-09-07,10121.829,10404.223,9991.764,9933.541,228540560,-63.037,-0.63,10311.648,10478.258,11796.141,263339376,258812280,287262065.6
2015-09-08,9898.635,10341.304,10320.226,9763.949,200427440,328.462,3.29,10215.694,10320.076,11674.5,240227148.8,252838945.6,284689035.2
2015-09-09,10367.348,10702.183,10620.133,10335.022,311925920,299.907,2.91,10229.888,10285.06,11540.358,249271820.8,264648601.6,284131294.4
2015-09-10,10449.926,10618.869,10424.654,10406.021,225314176,-195.479,-1.84,10282.316,10307.732,11395.437,245076364.8,265305344,277805508.8
2015-09-11,10408.407,10555.62,10463.692,10332.411,190465088,39.038,0.37,10364.094,10364.129,11262.766,231334636.8,251679136,273073073.6
2015-09-14,10517.684,10544.281,9778.234,9739.421,240882720,-685.458,-6.55,10321.388,10316.518,11081.919,233803068.8,248571222.4,270764086.4
2015-09-15,9533.45,9719.662,9290.807,9259.648,198214448,-487.427,-4.99,10115.504,10165.599,10874.166,233360470.4,236793809.6,264335050.4
2015-09-16,9330.755,9933.83,9890.429,9297.198,234801008,599.622,6.45,9969.563,10099.726,10689.992,217935488,233603654.4,259734640
2015-09-17,9872.041,10147.175,9739.89,9739.89,273715616,-150.539,-1.52,9832.61,10057.463,10542.794,227615776,236346070.4,253968675.2
2015-09-18,9806.716,9914.585,9850.772,9691.064,187680992,110.882,1.14,9710.026,10037.06,10387.3,227058956.8,229196796.8,246765297.6
2015-09-21,9732.122,10176.727,10176.727,9701.325,227167856,325.955,3.31,9789.725,10055.556,10266.907,224315984,229059526.4,243935903.2
2015-09-22,10200.547,10357.417,10238.686,10121.741,263897888,61.959,0.61,9979.301,10047.402,10183.739,237452672,235406571.2,244122758.4
2015-09-23,10071.333,10250.453,10132.295,10040.948,231844016,-106.391,-1.04,10027.674,9998.619,10141.839,236861273.6,227398380.8,246023491.2
2015-09-24,10178.098,10288.184,10238.038,10124.128,221491616,105.743,1.04,10127.304,9979.957,10143.845,226416473.6,227016124.8,246160734.4
2015-09-25,10184.88,10249.242,9904.764,9835.842,226740128,-333.274,-3.25,10138.102,9924.064,10144.097,234228300.8,230643628.8,241161382.4
2015-09-28,9919.562,10124.313,10115.547,9796.929,164021024,210.783,2.13,10125.866,9957.796,10137.157,221598934.4,222957459.2,235764340.8
2015-09-29,9962.581,10070.254,9949.918,9873.781,174480896,-165.629,-1.64,10068.112,10023.707,10094.653,203715536,220584104,228688956.8
2015-09-30,10004.795,10048.859,9988.25,9890.706,149803840,38.332,0.39,10039.303,10033.489,10066.607,187307500.8,212084387.2,222844020.8
2015-10-07,10064.952,10126.635,10091.565,10064.952,4861174,103.315,1.03,10010.009,10068.656,10063.06,143981412.4,185198943,210772506.7
2015-10-08,10332.235,10477.209,10394.734,10265,230687952,406.484,4.07,10108.003,10123.052,10080.056,144770977.2,189499639,209348217.9
2015-10-09,10386.806,10589.519,10540.194,10363.984,241885584,145.46,1.4,10192.932,10159.399,10107.478,160343889.2,190971411.8,210015469.1
2015-10-12,10599.884,11069.681,10961.363,10593.538,341342688,421.169,4,10395.221,10231.667,10139.535,193716247.6,198715891.8,217061231.5
2015-10-13,10885.105,11072.996,11042.13,10850.723,295156224,80.767,0.74,10605.997,10322.65,10160.634,222786724.4,205047112.6,216222746.7
2015-10-14,10997.082,11095.338,10901.479,10880.108,296102784,-140.651,-1.27,10767.98,10388.994,10184.476,281035046.4,212508229.4,219762177.1
2015-10-15,10862.112,11229.38,11229.38,10862.112,308490272,327.901,3.01,10934.909,10521.456,10222.76,296595510.4,220683243.8,225663436.3
2015-10-16,11301.935,11384.24,11374.834,11172.042,357297280,145.454,1.29,11101.837,10647.385,10302.59,319677849.6,240010869.4,231484164.3
2015-10-19,11426.518,11498.24,11391.013,11245.014,354363168,16.179,0.14,11187.767,10791.494,10407.6,322281945.6,257999096.6,239291600.3
2015-10-20,11372.178,11597.156,11597.08,11335.783,328949408,206.067,1.81,11298.757,10952.377,10492.933,329040582.4,275913653.4,243999020.3
2015-10-21,11592.199,11641.893,10915.986,10872.567,421745952,-681.094,-5.87,11301.659,11034.819,10551.738,354169216,317602131.2,251400537.1
2015-10-22,10921.178,11320.011,11305.103,10910.879,326831296,389.117,3.56,11316.803,11125.856,10624.454,357837420.8,327216465.6,258358052.3
2015-10-23,11397.199,11653.087,11603.456,11345.527,378978816,298.353,2.64,11362.528,11232.182,10695.791,362173728,340925788.8,265948600.3
2015-10-26,11765.652,11789.02,11687.772,11534.826,391547488,84.316,0.73,11421.879,11304.823,10768.245,369610592,345946268.8,272331080.3
2015-10-27,11588.942,11820.723,11758.413,11229.102,366332032,70.641,0.6,11454.146,11376.452,10849.551,377087116.8,353063849.6,279055481.1
2015-10-28,11689.287,11834.073,11494.347,11446.43,341529344,-264.066,-2.25,11569.818,11435.738,10912.366,361043795.2,357606505.6,285057367.5
2015-10-29,11565.713,11694.781,11566.662,11406.102,281809600,72.315,0.63,11622.13,11469.467,10995.461,352039456,354938438.4,287810841.1
2015-10-30,11542.014,11711.037,11546.051,11369.395,296335936,-20.611,-0.18,11610.649,11486.588,11066.987,335510880,348842304,294426586.7
2015-11-02,11306.204,11637.988,11304.882,11266.038,274690912,-241.169,-2.09,11534.071,11477.975,11134.735,312139564.8,340875078.4,299437087.5
2015-11-03,11341.303,11416.838,11288.144,11200.597,224051312,-16.738,-0.15,11440.017,11447.082,11199.729,283683420.8,330385268.8,303149461.1
2015-11-04,11351.249,11884.9,11884.9,11351.249,339438208,596.756,5.29,11518.128,11543.973,11289.396,283265193.6,322154494.4,319878312.8
2015-11-05,11908.688,12091.53,11939.81,11853.464,429137152,54.91,0.46,11592.757,11607.444,11366.65,312730704,332385080,329800772.8
2015-11-06,11952.512,12292.424,12273.351,11952.512,377370592,333.541,2.79,11738.217,11674.433,11453.308,328937635.2,332224257.6,336575023.2
2015-11-09,12227.405,12538.352,12453.241,12145.064,422232448,179.89,1.47,11967.889,11750.98,11527.902,358445942.4,335292753.6,340619511.2
2015-11-10,12390.527,12597.163,12500.528,12349.033,400913312,47.287,0.38,12210.366,11825.192,11600.822,393818342.4,338750881.6,345907365.6
2015-11-11,12509.525,12687.196,12677.537,12445.288,382124832,177.009,1.42,12368.893,11943.511,11689.625,402355667.2,342810430.4,350208468
2015-11-12,12735.502,12758.673,12635.393,12483.34,403545120,-42.144,-0.33,12508.01,12050.384,11759.925,397237260.8,354983982.4,354961210.4
2015-11-13,12492.942,12574.962,12402.036,12272.381,362993472,-233.357,-1.85,12533.747,12135.982,11811.285,394361836.8,361649736,355246020
2015-11-16,12180.986,12620.38,12620.38,12171.662,292408256,218.344,1.76,12567.175,12267.532,11872.754,368396998.4,363421470.4,352148274.4
2015-11-17,12744.793,12827.201,12511.545,12478.973,403496960,-108.835,-0.86,12569.378,12389.872,11918.477,368913728,381366035.2,355875652
2015-11-18,12516.14,12580.913,12283.758,12257.042,306149504,-227.787,-1.82,12490.622,12429.758,11986.865,353718662.4,378037164.8,350095829.6
2015-11-19,12326.161,12609.844,12609.844,12309.785,294467424,326.086,2.65,12485.513,12496.761,12052.103,331903123.2,364570192,348477636
2015-11-20,12650.248,12766.261,12702.034,12565.801,364726720,92.19,0.73,12545.512,12539.63,12107.031,332249772.8,363305804.8,347765031.2
2015-11-23,12699.146,12806.316,12586.691,12539.98,362385504,-115.343,-0.91,12538.774,12552.975,12151.977,346245222.4,357321110.4,346306932
2015-11-24,12580.717,12694.856,12694.856,12438.921,283930688,108.165,0.86,12575.437,12572.407,12198.8,322331968,345622848,342186864.8
2015-11-25,12696.132,12904.787,12893.228,12666.188,325415904,198.372,1.56,12697.331,12593.977,12268.744,326185248,339951955.2,341381192.8
2015-11-26,12951.998,12970.47,12767.502,12747.892,349661632,-125.726,-0.97,12728.862,12607.187,12328.786,337224089.6,334563606.4,344773794.4
2015-11-27,12697.507,12733.452,11961.703,11880.321,371475168,-805.799,-6.31,12580.796,12563.154,12349.568,338573779.2,335411776,348530756
2015-11-30,11991.701,12121.219,12037.857,11455.495,325215296,76.154,0.64,12471.029,12504.902,12386.217,331139737.6,338692480,351056975.2
2015-12-01,12022.835,12206.165,12081.17,11938.627,270222240,43.313,0.36,12348.292,12461.864,12425.868,328398048,325365008,353365521.6
2015-12-02,12068.977,12188.011,12186.271,11830.989,263999920,105.101,0.87,12206.901,12452.116,12440.937,316114851.2,321150049.6,349593607.2
2015-12-03,12205.439,12447.381,12447.381,12205.439,249532944,261.11,2.14,12142.876,12435.869,12466.315,296089113.6,316656601.6,340613396.8
2015-12-04,12384.496,12474.457,12329.176,12268.494,268070336,-118.205,-0.95,12216.371,12398.584,12469.107,275408147.2,306990963.2,335148384
2015-12-07,12351.405,12467.852,12443.047,12262.13,247670384,113.871,0.92,12297.409,12384.219,12468.597,259899164.8,295519451.2,326420280.8
2015-12-08,12371.109,12371.109,12164.966,12151.153,261043072,-278.081,-2.23,12314.168,12331.23,12451.819,258063331.2,293230689.6,319426768.8
2015-12-09,12112.197,12257.581,12179.831,12091.764,232964400,14.865,0.12,12312.88,12259.89,12426.933,251856227.2,283985539.2,311968747.2
2015-12-10,12180.774,12318.044,12181.03,12158.653,228638944,1.199,0.01,12259.61,12201.243,12404.215,247677427.2,271883270.4,303223438.4
2015-12-11,12120.595,12228.29,12134.02,12051.444,204665888,-47.01,-0.39,12220.579,12218.475,12390.815,234996537.6,255202342.4,295307059.2
2015-12-14,12023.814,12400.594,12400.594,12004.486,214942208,266.574,2.2,12212.088,12254.749,12379.825,228450902.4,244175033.6,291433756.8
2015-12-15,12412.465,12553.788,12495.249,12412.465,228293824,94.655,0.76,12278.145,12296.157,12379.01,221901052.8,239982192,282673600
2015-12-16,12533.112,12595.124,12511.028,12471.094,235451312,15.779,0.13,12344.384,12328.632,12390.374,222398435.2,237127331.2,279138690.4
2015-12-17,12602.667,12825.48,12825.48,12602.667,328537664,314.452,2.51,12473.274,12366.442,12401.156,242378179.2,245027803.2,280842202.4
2015-12-18,12825.023,12904.078,12830.247,12763.431,305752704,4.767,0.04,12612.52,12416.549,12407.566,262595542.4,248796040,277893501.6
2015-12-21,12824.433,13047.125,13028.31,12816.715,298490688,198.063,1.54,12738.063,12475.076,12429.647,279305238.4,253878070.4,274698760.8
2015-12-22,13064.686,13139.125,13139.125,12980.377,288396544,110.815,0.85,12866.838,12572.491,12451.861,291325782.4,256613417.6,274922053.6
2015-12-23,13142.526,13187.052,13007.868,12974.628,312253248,-131.257,-1,12966.206,12655.295,12457.593,306686169.6,264542302.4,274263920.8
2015-12-24,12977.248,13003.784,12932.372,12770.359,232550080,-75.496,-0.58,12987.584,12730.429,12465.836,287488652.8,264933416,268408343.2
2015-12-25,12960.255,13012.743,12980.566,12898.472,214331264,48.194,0.37,13017.648,12815.084,12516.779,269204364.8,265899953.6,260551148
2015-12-28,13025.657,13064.5,12686.34,12686.34,279782368,-294.226,-2.27,12949.254,12843.659,12549.204,265462700.8,272383969.6,258279501.6
2015-12-29,12676.614,12806.156,12806.156,12598.105,215009936,119.816,0.94,12882.66,12874.749,12585.453,250785379.2,271055580.8,255518886.4
2015-12-30,12826.477,12899.944,12889.834,12768.168,231731888,83.678,0.65,12859.054,12912.63,12620.631,234681107.2,270683638.4,253905484.8
2015-12-31,12893.12,12921.711,12664.89,12664.533,222261744,-224.944,-1.75,12805.557,12896.571,12631.506,232623440,260056046.4,252541924.8
2016-01-04,12650.719,12659.408,11626.038,11625.409,204855280,-1038.852,-8.2,12534.652,12776.15,12596.35,230728243.2,249966304,249381172
2016-01-05,11116.9,11687.48,11468.06,11063.642,294290848,-157.978,-1.36,12290.996,12620.125,12547.6,233629939.2,249546320,251712195.2
2016-01-06,11520.772,11730.48,11724.88,11413.984,253497232,256.82,2.24,12074.74,12478.7,12525.596,241327398.4,246056388.8,251334903.2
2016-01-07,11504.9,11504.9,10760.273,10745.47,71661952,-964.607,-8.23,11648.828,12253.941,12454.618,209313411.2,221997259.2,243269780.8
2016-01-08,11008.894,11121.777,10888.908,10376.29,285149344,128.635,1.2,11293.632,12049.595,12390.012,221890931.2,227257185.6,246095300.8
2016-01-11,10656.87,10809.568,10212.459,10212.459,261299248,-676.449,-6.21,11010.916,11772.784,12293.934,233179724.8,231953984,248926968.8
2016-01-12,10243.569,10414.936,10293.704,10065.09,217637344,81.245,0.8,10776.045,11533.52,12188.589,217849024,225739481.6,249061725.6
2016-01-13,10347.084,10435.239,9978.821,9978.821,208940528,-314.883,-3.06,10426.833,11250.787,12062.768,208937683.2,225132540.8,248094060.8
2016-01-14,9678.216,10357.952,10344.942,9668.896,228512688,366.121,3.67,10343.767,10996.298,11954.464,240307830.4,224810620.8,247747129.6
2016-01-15,10268.947,10363.822,9997.925,9940.889,221160176,-347.017,-3.35,10165.57,10729.601,11813.086,227509996.8,224700464,242378255.2
2016-01-18,9807.248,10273.586,10155.962,9807.248,193371616,158.037,1.58,10154.271,10582.593,11679.372,213924470.4,223552097.6,236759200.8
2016-01-19,10137.38,10519.667,10501.786,10105.546,231434576,345.824,3.4,10195.887,10485.966,11553.045,216683916.8,217266470.4,233406395.2
2016-01-20,10434.355,10554.035,10366.849,10297.817,229661632,-134.937,-1.28,10273.493,10350.163,11414.432,220828137.6,214882910.4,230469649.6
2016-01-21,10207.421,10475.512,9975.974,9975.974,210049968,-390.875,-3.77,10199.699,10271.733,11262.837,217135593.6,228721712,225359485.6
2016-01-22,10095.425,10171.919,10111.567,9837.744,178117792,135.593,1.36,10222.428,10193.999,11121.797,208527116.8,218018556.8,222637871.2
2016-01-25,10194.752,10291.495,10192.531,10103.65,165141232,80.964,0.8,10229.741,10192.006,10982.395,202881040,208402755.2,220178369.6
2016-01-26,10079.222,10104.468,9483.547,9463.307,213988368,-708.984,-6.96,10026.094,10110.99,10822.255,199391798.4,208037857.6,216888669.6
2016-01-27,9525.611,9556.834,9422.43,8986.518,221352704,-61.117,-0.64,9837.21,10055.351,10653.069,197730012.8,209279075.2,217205808
2016-01-28,9309.871,9430.556,9082.588,9045.495,168852752,-339.842,-3.61,9658.533,9929.116,10462.707,189490569.6,203313081.6,214061851.2
2016-01-29,9077.106,9491.058,9418.204,9056.043,180895264,335.616,3.69,9519.86,9871.144,10300.372,190046064,199286590.4,211993527.2
2016-02-01,9389.624,9457.433,9322.006,9196.152,153653488,-96.198,-1.02,9345.755,9787.748,10185.171,187748515.2,195314777.6,209433437.6
2016-02-02,9332.694,9646.952,9610.93,9332.694,167598240,288.924,3.1,9371.232,9698.663,10092.314,178470489.6,188931144,203098807.2
2016-02-03,9509.501,9679.543,9638.874,9453.158,158729872,27.944,0.29,9414.52,9625.865,9988.014,165945923.2,181837968,198360439.2
2016-02-04,9667.907,9844.02,9793.069,9667.907,179719328,154.195,1.6,9556.617,9607.575,9939.654,168119238.4,178804904,203763308
2016-02-05,9802.249,9830.075,9673.478,9670.022,147328672,-119.591,-1.22,9607.671,9563.766,9878.882,161405920,175725992,196872274.4
2016-02-15,9385.524,9725.181,9668.845,9385.524,137361520,-4.633,-0.05,9677.039,9511.397,9851.702,158147526.4,172948020.8,190675388
2016-02-16,9727.764,10071.021,10045.367,9727.764,200401248,376.522,3.89,9763.927,9567.579,9839.285,164708128,171589308.8,189813583.2
2016-02-17,10043.689,10178.55,10161.769,9982.167,230764912,116.402,1.16,9868.506,9641.513,9848.432,179115136,172530529.6,190904802.4
2016-02-18,10231.263,10273.633,10116.396,10099.102,237235776,-45.373,-0.45,9933.171,9744.894,9837.005,190618425.6,179368832,191340956.8
2016-02-19,10091.675,10225.992,10162.315,10066.043,190410944,45.919,0.45,10030.938,9819.305,9845.224,199234880,180320400,189803495.2
2016-02-22,10290.05,10371.144,10370.985,10239.581,235950816,208.67,2.05,10171.366,9924.203,9855.975,218952739.2,188550132.8,191932455.2
2016-02-23,10374.357,10397.523,10299.674,10171.675,227973808,-71.311,-0.69,10222.228,9993.077,9845.87,224467251.2,194587689.6,191759416.8
2016-02-24,10256.392,10355.323,10307.626,10100.504,222308176,7.952,0.08,10251.399,10059.952,9842.909,222775904,200945520,191391744
2016-02-25,10290.956,10290.956,9551.076,9510.099,270406688,-756.55,-7.34,10138.335,10035.753,9821.664,229410086.4,210014256,194409580
2016-02-26,9625.367,9676.24,9573.704,9392.669,208500416,22.628,0.24,10020.613,10025.776,9794.771,233027980.8,216131430.4,195928711.2
2016-02-29,9528.724,9528.724,9097.362,9000.888,208654400,-476.342,-4.98,9765.888,9968.627,9740.012,227568697.6,223260718.4,198104369.6
2016-03-01,9116.557,9384.311,9322,9011.509,210109008,224.638,2.47,9570.354,9896.291,9731.935,223995737.6,224231494.4,197910401.6
2016-03-02,9308.49,9781.914,9766.366,9308.49,269773504,444.366,4.77,9462.102,9856.75,9749.132,233488803.2,228132353.6,200331441.6
2016-03-03,9770.739,9946.935,9762.014,9748.997,288666944,-4.352,-0.04,9504.289,9821.312,9783.103,237140854.4,233275470.4,206322151.2
2016-03-04,9721.225,9797.56,9536.707,9447.108,260496576,-225.307,-2.31,9496.89,9758.751,9789.028,247540086.4,240284033.6,210302216.8
2016-03-07,9642.25,9805.369,9703.83,9614.691,198685984,167.123,1.75,9618.183,9692.036,9808.119,245546403.2,236557550.4,212553841.6
2016-03-08,9690.569,9732.727,9732.727,9348.76,230994064,28.897,0.3,9700.329,9635.341,9814.209,249723414.4,236859576,215723632.8
2016-03-09,9525.255,9672.487,9523.144,9466.487,180320848,-209.583,-2.15,9651.684,9556.893,9808.423,231832883.2,232660843.2,216803181.6
2016-03-10,9526.187,9600.231,9390.347,9382.158,151024896,-132.797,-1.39,9577.351,9540.82,9788.287,204304473.6,220722664,215368460
2016-03-11,9286.525,9430.953,9363.405,9254.236,127013352,-26.942,-0.29,9542.691,9519.79,9772.783,177607828.8,212573957.6,214352694
2016-03-14,9466.419,9763.365,9665.13,9466.419,206576992,301.725,3.22,9534.951,9576.567,9772.597,179186030.4,212366216.8,217813467.6
2016-03-15,9636.632,9677.482,9574.187,9536.27,171548464,-90.943,-0.94,9503.243,9601.786,9749.038,167296910.4,208510162.4,216370828.4
2016-03-16,9629.817,9661.929,9469.028,9418.549,158569568,-105.159,-1.1,9492.419,9572.052,9714.401,162946654.4,197389768.8,212761061.2
2016-03-17,9515.626,9820.99,9791.85,9511.714,232923920,322.822,3.41,9572.72,9575.036,9698.174,179326459.2,191815466.4,212545468.4
2016-03-18,9841.04,10170.688,10126.589,9833.109,318038496,334.739,3.42,9725.357,9634.024,9696.388,217531488,197569658.4,218926846
2016-03-21,10255.903,10394.142,10394.142,10234.648,338114656,267.553,2.64,9871.159,9703.055,9697.545,243839020.8,211512525.6,224035038
2016-03-22,10308.911,10435.132,10344.082,10254.688,279156480,-50.06,-0.48,10025.138,9764.19,9699.766,265360624,216328767.2,226594171.6
2016-03-23,10317.934,10442.382,10442.382,10277.247,247866736,98.3,0.95,10219.809,9856.114,9706.504,283220057.6,223083356,227872099.6
2016-03-24,10346.556,10473.216,10283.679,10263.562,270355872,-158.703,-1.52,10318.175,9945.447,9743.134,290706448,235016453.6,227869558.8
